freq 24 and up ,collocate ,有對有錯,有對有錯error type,,有對有錯error type,freq
"1212,51,幢,住宅,0.01536521315574646,0.01385203842073679,Nf,Na",1,,,,,
日前 浙江省 常山 縣城 南 開發區 的 一 [1]{幢} 五 層 [2]{住宅},1,,,,,
以及 五萬 [1]{幢} [2]{住宅},1,,,,,
以及 三十五 [1]{幢} [2]{住宅},1,,,,,
現場 在 一 [1]{幢} 多 層 [2]{住宅} 的 附近,1,,,,,
至少 一 [1]{幢} 價值 數百萬 美元 的 華麗 [2]{住宅} 遭 火舌 吞噬,1,,,,,
"1213,50,部,挖土機,0.013722630217671394,0.006832588464021683,Nf,Na",1,,,,,
發現 有 兩 [1]{部} [2]{挖土機},1,,,,,
因此 縣府 決定 留 三 [1]{部} [2]{挖土機} 在 土 場 部落 繼續 找尋,1,,,,,
今天 中午 一 [1]{部} [2]{挖土機} 不慎 墜落 十八 重 溪 溪谷,1,,,,,
該 [1]{部} [2]{挖土機} 被 發現 縱火 的 時間 約 為 晚間 七時 許,1,,,,,
河川 單位 兩 [1]{部} [2]{挖土機} 不停 在 橋 的 上游 和 下游 挖砂,1,,,,,
"1214,50,條,大道,0.008928711526095867,0.0031439403537660837,Nf,Na",1,,,,,
導致 一 [1]{條} 主要 [2]{大道} 癱瘓,1,,,,,
這 [1]{條} [2]{大道} 可能 也 會 包含 其他 的 影星,1,,,,,
一 [1]{條} 日光 [2]{大道},1,,,,,
一 [1]{條} 日光 [2]{大道},1,,,,,
才 可 打開 一 [1]{條} 順利 轉型 的 [2]{大道},1,,,,,
"1215,50,個,謎,0.008189323358237743,0.002324322471395135,Nf,Na",1,,,,,
因此 長久以來 人類 嗅覺 運作 方式 一直 是 [1]{個} [2]{謎},1,,,,,
長久以來 一直 是 [1]{個} [2]{謎},1,,,,,
都 還是 [1]{個} [2]{謎},1,,,,,
對 外界 而言 仍然 是 [1]{個} [2]{謎},1,,,,,
究竟 是 法國 或 義大利 摘下 金盃 還 是 [1]{個} [2]{謎},1,,,,,
"1216,50,隻,狗兒,0.014719203114509583,0.01043599285185337,Nf,Na",1,,,,,
好幾 [1]{隻} [2]{狗兒} 如今 已 面目全非,1,,,,,
最多 曾經 一 天 內 有 三 [1]{隻} [2]{狗兒} 找到 新 主人,1,,,,,
不久 十二 [1]{隻} [2]{狗兒} 陸續 死 於 犬瘟 熱,1,,,,,
目前 所以 一百多 [1]{隻} [2]{狗兒},1,,,,,
這 [1]{隻} [2]{狗兒} 就是 她 的 導盲犬,1,,,,,
"1217,50,個,機會,0.006866372190415859,0.002765878103673458,Nf,Na",1,,,,,
是 [1]{個} [2]{機會},1,,,,,
連戰 的 訪問 是 [1]{個} [2]{機會},1,,,,,
對 台灣 來 說 是 [1]{個} [2]{機會},1,,,,,
明天 下午 漲潮 期間 是 拯救 受困 鯨魚 的 第二 [1]{個} [2]{機會},1,,,,,
也 是 [1]{個} [2]{機會},1,,,,,
"1218,50,件,藝術品,0.011743784882128239,0.005244835279881954,Nf,Na",1,,,,,
便 成為 一 [1]{件} [2]{藝術品},1,,,,,
成為 該 館 首 [1]{件} 金門 [2]{藝術品},1,,,,,
原先 應該 設置 二十四 [1]{件} 公共 [2]{藝術品},1,,,,,
約 一百多 [1]{件} 台灣 [2]{藝術品},1,,,,,
每 個 分院 都 放 十萬 [1]{件} [2]{藝術品},1,,,,,
"1219,50,個,小時,0.008719779551029205,0.00290036597289145,Nf,Na",1,,,,,
南韓 十二點七 [1]{個} [2]{小時},1,,,,,
加拿大 十二點三 [1]{個} [2]{小時},1,,,,,
美國 十一點四 [1]{個} [2]{小時},1,,,,,
合計 七千八百一十三 [1]{個} [2]{小時},1,,,,,
服務 合計 四千七百四十六 [1]{個} [2]{小時},1,,,,,
"1220,50,瓩,電力,0.009925922378897667,0.008480038493871689,Nf,Na",1,,,,,
平壤 方面 堅持 漢城 必須 提供 北韓 五十萬 [1]{瓩} 的 [2]{電力},1,,,,,
希望 省下 一百零六萬 [1]{瓩} [2]{電力},1,,,,,
就是 希望 省下 一百零六萬 [1]{瓩} [2]{電力},1,,,,,
目前 關達 那 摩 美軍 基地 每 日 已 可 生產 三百四十萬 加 崙 的 飲水 和 八十萬千 [1]{瓩} [2]{電力},1,,,,,
製造 每 小時 五萬 [1]{瓩} 的 [2]{電力},1,,,,,
"1221,50,股,浪潮,0.010550204664468765,0.005847911350429058,Nf,Na",1,,,,,
形成 一 [1]{股} 要求 人民幣 升值 的 國際 [2]{浪潮},1,,,,,
中國 熱 已 成為 二十一世紀 勢不可擋 的 一 [1]{股} [2]{浪潮},1,,,,,
索里士 也 希望 這 [1]{股} 左派 得勢 的 [2]{浪潮} 能夠 把 他 送上 總統 寶座,1,,,,,
這 [1]{股} 侵害 人權 的 [2]{浪潮} 終 將 改變,1,,,,,
這 [1]{股} 史無前例 的 驅逐 [2]{浪潮},1,,,,,
"1222,50,件,喜事,0.010922415181994438,0.006032761186361313,Nf,Na",1,,,,,
第二 [1]{件} [2]{喜事} 將 落空,1,,,,,
他 帶來 了 今年 的 三 [1]{件} [2]{喜事} 與 鄉親 分享,1,,,,,
他 希望 各界 把 身分證 換發 當成 一 [1]{件} [2]{喜事},1,,,,,
是 兩 [1]{件} [2]{喜事},1,,,,,
堪稱 今年 台灣 文化界 第一 [1]{件} 重大 [2]{喜事},1,,,,,
"1223,50,週年,日子,0.006137622985988855,0.007305524777621031,Nf,Na",1,,,,,
明天 是 阿里山 神木 放倒 六 [1]{週年} 的 [2]{日子},1,,,,,
不但 是 大地 震 五 [1]{週年} 的 特別 [2]{日子},1,,,,,
就是 美國 領導 入侵 伊拉克 三 [1]{週年} 的 [2]{日子},1,,,,,
是 美國 出兵 攻打 伊拉克 三 [1]{週年} 的 [2]{日子},1,,,,,
四月 八日 是 海珊 政權 垮台 三 [1]{週年} 的 [2]{日子},1,,,,,
"1224,50,件,醜聞案,0.009429216384887695,0.004991485737264156,Nf,Na",1,,,,,
這 [1]{件} [2]{醜聞案} 將 導致 瓦希德 遭到 起訴,1,,,,,
聯邦 調查局 正 力圖 將 另 兩 [1]{件} [2]{醜聞案} 造成 的 損害 降至 最 低,1,,,,,
強力 反對 在 這 [1]{件} 破產 [2]{醜聞案} 中 扮演 替死鬼 角色,1,,,,,
這 [1]{件} 卵子 捐贈 者 來源 的 [2]{醜聞案} 已 蘊釀 好幾 個 月,1,,,,,
祖文特斯 因 這 [1]{件} 震撼 義大利 球壇 的 [2]{醜聞案},1,,,,,
"1225,50,派,議員,0.010836711153388023,0.00996464304625988,Nf,Na",0,,,,,
都 是 由 各 黨 各 [1]{派} [2]{議員} 共同 組成,0,,,,,
幫 謝長廷 護航 與 主張 移送 的 兩 [1]{派} [2]{議員} 僵持不下,0,,,,,
為 市府 護航 與 主張 移送 調查 的 兩 [1]{派} [2]{議員} 僵持不下,0,,,,,
到 中午 為 市府 護航 與 主張 移送 調查 的 兩 [1]{派} [2]{議員} 僵持不下,0,,,,,
爭取到 許多 代表 歐洲 民意 的 各 黨 各 [1]{派} [2]{議員} 的 支持,0,,,,,
"1226,50,顆,星星,0.012706034816801548,0.007002856116741896,Nf,Na",1,,,,,
四十八 歲 的 成龍 在 星光 大道 上 擁有 的 這 [1]{顆} [2]{星星} 編號 第兩千兩百零五 號,1,,,,,
就 可 看到 這 [1]{顆} 呈 眉月形 的 超亮 [2]{星星},1,,,,,
購買 樂透 彩券 必須 填寫 的 五 個 數字 與 另 代表 兩 [1]{顆} [2]{星星} 的 數字 完全 符合,1,,,,,
因為 他們 是 兩 [1]{顆} [2]{星星},1,,,,,
必須 填寫 的 五 個 數字 與 另 代表 兩 [1]{顆} [2]{星星} 的 數字 完全 符合,1,,,,,
"1227,49,派,人士,0.0058100055903196335,0.004396591801196337,Nf,Na",1,,,,,
雖然 海地 國內 各 [1]{派} [2]{人士} 對 內政 有 不同 意見,1,,,,,
結果 引發 藍綠 兩 [1]{派} [2]{人士} 血濺 機場,1,,,,,
允許 內部 難以 駕馭 的 左右 二 [1]{派} [2]{人士} 編織 大 謊言 攻擊 共同 的 外部 敵人,1,,,,,
此 [1]{派} [2]{人士} 力促 政府 在 歐洲 事務 上 給予 人民 較 大 發言權,1,,,,,
蒲雷華 除 希望 台灣 另 [1]{派} 符合 國際 社會 期待 的 [2]{人士} 往 賀外,1,,,,,
"1228,49,塊,巨石,0.010119016282260418,0.007991605438292027,Nf,Na",1,,,,,
協會 成員 在 嘉義市 八掌溪 畔 找到 一 [1]{塊} 重達 十五 噸 的 [2]{巨石},1,,,,,
鄉長 杜傳 考慮 請 國軍 部隊 設法 處理 擋 在 路 中央 的 兩 [1]{塊} [2]{巨石},1,,,,,
仔細 鑑定 這 [1]{塊} [2]{巨石},1,,,,,
五 [1]{塊} [2]{巨石} 形態 各 異,1,,,,,
數 [1]{塊} [2]{巨石} 橫 擋 在 路 中間,1,,,,,
"1229,49,家,三溫暖,0.014806538820266724,0.006269530393183231,Nf,Na",1,,,,,
同時 說明 其他 三 [1]{家} 檢驗 不 合格 的 [2]{三溫暖},1,,,,,
其中 二 [1]{家} [2]{三溫暖} 業者,1,,,,,
台北市 內 有 幾 [1]{家} 大型 [2]{三溫暖} 這 段 期間 也 照常 營業,1,,,,,
平日 胡某 多半 在 西門町 一 [1]{家} [2]{三溫暖} 當 按摩師,1,,,,,
縣府 警察局 岡山 分局 昨天 晚間 在 高雄市 苓雅區 一 [1]{家} [2]{三溫暖} 逮捕 嫌犯 二十六 歲 有 吸毒 前科 的 男子 許曜麟,1,,,,,
"1230,49,對,影響,0.008243361487984657,0.005209845956414938,Nf,Na",4,,,,,
這 [1]{對} 總統 大選 將 有 [2]{影響},4,,,,,
這 [1]{對} 國家 整體 利益 及 區域 穩定 的 [2]{影響},4,,,,,
這 [1]{對} 民眾 負擔 確 有 [2]{影響},4,,,,,
其中 [1]{對} 避孕藥 的 [2]{影響} 最 顯著,4,,,,,
這 [1]{對} 預算 及 新任 投票案 具有 關鍵 [2]{影響},4,,,,,
"1231,49,對,姊妹花,0.014587245881557465,0.006309692747890949,Nf,Na",1,,,,,
就 這 [1]{對} [2]{姊妹花} 來 說,1,,,,,
將 由 這 [1]{對} [2]{姊妹花},1,,,,,
與 妹妹 劉佳琪 是 台灣 唯一 的 一 [1]{對} 交趾 陶 創作 [2]{姊妹花},1,,,,,
一 [1]{對} [2]{姊妹花} 試盡 減肥 方法,1,,,,,
這 [1]{對} [2]{姊妹花} 的 父母 於 一九七一年 從 韓國 移民 到 洛杉磯,1,,,,,
"1232,49,輛,三輪車,0.019820217043161392,0.011131052859127522,Nf,Na",1,,,,,
旁邊 的 一 [1]{輛} 農用 機動 [2]{三輪車} 被 完全 撞散,1,,,,,
收藏 一 [1]{輛} 有 半 世紀 歷史 的 [2]{三輪車},1,,,,,
這 [1]{輛} [2]{三輪車} 造型 氣派,1,,,,,
三 名 女 同學 搭乘 同 一 [1]{輛} [2]{三輪車},1,,,,,
找到 工地 民工 借 一 [1]{輛} 人力 [2]{三輪車},1,,,,,
"1233,49,場,及時雨,0.013734440319240093,0.005666704848408699,Nf,Na",1,,,,,
就 像 乾旱 時下 一 [1]{場} [2]{及時雨} 一樣,1,,,,,
之後 又 下 了 幾 [1]{場} [2]{及時雨},1,,,,,
一 [1]{場} [2]{及時雨} 在 十四 日 出現,1,,,,,
就 像 久旱 後 的 一 [1]{場} [2]{及時雨},1,,,,,
幸好 昨天 下午 來 了 一 [1]{場} [2]{及時雨},1,,,,,
"1234,49,張,郵票,0.015271901153028011,0.009642541408538818,Nf,Na",1,,,,,
香港 必須 燒毀 三百萬 [1]{張} [2]{郵票},1,,,,,
華梵 大學 以 校園 景色 製作出 一 套 十 [1]{張} 的 校景 [2]{郵票},1,,,,,
就 可 獲得 一 [1]{張} 林志玲 個人化 [2]{郵票} 簽名 抽籤 單,1,,,,,
一九一八年 時 就 只有 一 版 一百 [1]{張} 倒轉 珍妮 [2]{郵票} 售出,1,,,,,
但 沒 多少 人 知道 這 [1]{張} [2]{郵票} 的 背景 就 是 多 良站,1,,,,,
"1235,49,家,店舖,0.011339226737618446,0.006991541013121605,Nf,Na",1,,,,,
再 供應 北京 五十多 [1]{家} 飯館 及 [2]{店舖} 使用,1,,,,,
廣東省 揭陽 市 東 山區 磐東鎮喬 西村 一 [1]{家} [2]{店舖} 發生 火災,1,,,,,
歐洲 和 美國 的 警察 在 十幾 個 國家 搜索 一百五十 [1]{家} [2]{店舖},1,,,,,
目前 擁有 六十四 [1]{家} [2]{店舖},1,,,,,
其中 梅州市 大埔 縣茶陽鎮 二千多 [1]{家} [2]{店舖} 淹水,1,,,,,
"1236,49,座,鐵塔,0.010367698967456818,0.007920555770397186,Nf,Na",1,,,,,
一 [1]{座} 通訊 [2]{鐵塔} 遭 兩 枚 導彈 擊中,1,,,,,
目前 這 一帶 已經 建起 了 二十九 [1]{座} 高 四十五 公尺 的 移動 通信 [2]{鐵塔},1,,,,,
這 [1]{座} 高達 六百 公尺 的 [2]{鐵塔} 將 成為 全 世界 最 高 的 電波塔,1,,,,,
這 [1]{座} [2]{鐵塔} 高 約 六百 公尺,1,,,,,
這 [1]{座} [2]{鐵塔} 將 成為 他們 傳送 廣播 及 電視 訊號 的 電波塔,1,,,,,
"1237,49,處,公寓,0.009176566265523434,0.004244418814778328,Nf,Na",1,,,,,
在 台北縣 三重 一 [1]{處} [2]{公寓} 查獲 毒品案,1,,,,,
今天 下午 在 倫敦 西方 的 二 [1]{處} [2]{公寓} 被 逮捕,1,,,,,
美軍 已 在 二十五 日 突擊 巴格達 一 [1]{處} [2]{公寓} 時 擊斃 伊拉克 蓋達 組織 首領 札夸威 的 副手 阿 山姆,1,,,,,
美國 政府 在 洛杉磯 一 [1]{處} [2]{公寓} 查獲 兩百五十 張 偽造 聯邦 準備 理事會 發行 的 美鈔,1,,,,,
屏東 分局 員警 昨晚 前往 屏東市 和 生路 一 [1]{處} [2]{公寓},1,,,,,
"1238,49,家,負責人,0.008035981096327305,0.0036473532672971487,Nf,Na",0,,,,,
他 會見 台灣 一 [1]{家} 媒體 [2]{負責人} 時,0,,,,,
台東 地區 十一 [1]{家} 農漁會 近 百 位 職員 和 農民 產銷班 [2]{負責人},0,,,,,
有 三十三萬 [1]{家} [2]{負責人} 是 女性,0,,,,,
廖素燕 目前 是 一 [1]{家} 養生館 [2]{負責人},0,,,,,
陳瑞 隆 今天 陸續 與 數 [1]{家} 英商 重要 [2]{負責人} 進行 一 對 一 會談,0,,,,,
"1239,49,歲,嬰幼兒,0.008133954368531704,0.006647975649684668,Nf,Na",1,,,,,
二 [1]{歲} 以下 的 [2]{嬰幼兒},1,,,,,
這 個 二 [1]{歲} 以下 [2]{嬰幼兒} 專用 的 肺炎 球菌 每 劑 約 新台幣 二千五百 元 到 三千五百 元,1,,,,,
尤其 以 二 [1]{歲} 以下 [2]{嬰幼兒} 為 高 危險群,1,,,,,
尤其 是 兩 [1]{歲} 以內 的 [2]{嬰幼兒},1,,,,,
開始 以 一 [1]{歲} 以前 的 三百 名 [2]{嬰幼兒} 為 對象,1,,,,,
"1240,49,隻,兔子,0.01756877638399601,0.009776807390153408,Nf,Na",1,,,,,
竟是 一 [1]{隻} [2]{兔子},1,,,,,
學費 交不 起 就 交給 老師 一 [1]{隻} [2]{兔子},1,,,,,
他們 為 一 [1]{隻} [2]{兔子} 換 臉,1,,,,,
但是 大家 只 想到 叫 台灣 這 [1]{隻} [2]{兔子} 不能 掙扎,1,,,,,
另外 屋 內 還 有 一 [1]{隻} [2]{兔子},1,,,,,
"1241,49,輛,公共汽車,0.013015514239668846,0.008883425034582615,Nf,Na",1,,,,,
一 夥 武裝 分子 劫持 了 一 [1]{輛} 滿載 乘客 的 [2]{公共汽車},1,,,,,
一 [1]{輛} 由 市橋 開往 南沙 的 [2]{公共汽車} 也 被 逼 停 在 路邊,1,,,,,
一 [1]{輛} 試 運行 的 混合 動力 [2]{公共汽車},1,,,,,
金門縣 公共 車船 管理處 新 購置 的 十三 [1]{輛} [2]{公共汽車},1,,,,,
北京市 一萬兩千 [1]{輛} 的 [2]{公共汽車} 也 將 全部 裝上 移動 電視,1,,,,,
"1242,49,首,樂曲,0.020983396098017693,0.005298161413520575,Nf,Na",1,,,,,
三 [1]{首} [2]{樂曲},1,,,,,
為 本 地 各界 帶來 多 [1]{首} 極 具 鄉土味 的 東北 地方 [2]{樂曲},1,,,,,
張 正 傑 特別 選擇 三 [1]{首} 深具 意義 的 [2]{樂曲},1,,,,,
雖然 說 是 一 [1]{首} 打擊 [2]{樂曲},1,,,,,
且 每 一 [1]{首} [2]{樂曲} 都 不同,1,,,,,
"1243,49,種,基因,0.008578701876103878,0.004474985413253307,Nf,Na",1,,,,,
有 人 擁有 一 [1]{種} 以上 的 禿頭 [2]{基因},1,,,,,
有 [1]{種} [2]{基因} 也許 可以 保護 某些 人,1,,,,,
白人 有 兩 個 此 [1]{種} [2]{基因},1,,,,,
此 [1]{種} [2]{基因} 數量 少於 平均者,1,,,,,
此 [1]{種} 差異 就 有 可能 是 [2]{基因} 造成,1,,,,,
"1244,49,塊,農地,0.01002804096788168,0.00906925369054079,Nf,Na",1,,,,,
可是 一些 邊緣 家庭 如 有 一 [1]{塊} 小 [2]{農地} 或 破 房子 就 算是 有產階級,1,,,,,
雲林縣 西螺鎮 公館里 三塊厝 段 附近 一 [1]{塊} 約 六 分 多 的 [2]{農地} 上,1,,,,,
李憲宰 的 夫人 從未 居住 在 這 [1]{塊} [2]{農地} 上,1,,,,,
目前 愈來愈 多 人 選擇 買 [1]{塊} [2]{農地} 種 菜 怡情,1,,,,,
這 [1]{塊} [2]{農地} 只 有 前 半 部 土壤 受到 重金屬 污染,1,,,,,
"1245,49,班,學生,0.005236010532826185,0.007569482550024986,Nf,Na",1,,,,,
發生 食物 中毒 的 這 [1]{班} [2]{學生},1,,,,,
要 全 [1]{班} [2]{學生} 吃下 作為 懲罰,1,,,,,
各 [1]{班} [2]{學生} 也 在 祈願 卡片 上 寫下 心 中 的 祈願,1,,,,,
受到 各 [1]{班} [2]{學生} 熱情 歡呼,1,,,,,
還 有 兩 [1]{班} 因為 沒有 [2]{學生} 申請 而 無法 成立,0,,應搭配的詞沒在右方出現,,,
"1246,49,頁,報告,0.00563428970053792,0.007085914723575115,Nf,Na",1,,,,,
邀集 二十一 位 專家 在 五 個 月 時間 做出 的 二百四十六 [1]{頁} [2]{報告},1,,,,,
杜爾 費 的 一千 [1]{頁} [2]{報告} 獲致 的 結論 是,1,,,,,
薄薄 兩 [1]{頁} [2]{報告} 讓 部份 立委 不滿,1,,,,,
在 三十七 [1]{頁} 的 政府 [2]{報告} 中,1,,,,,
大約 有 一千 [1]{頁} [2]{報告} 被 公開,1,,,,,
"1247,49,份,建議書,0.015629427507519722,0.008144660852849483,Nf,Na",1,,,,,
在 這 [1]{份} [2]{建議書} 中,1,,,,,
伊朗 上 個 月 提供 了 這 [1]{份} [2]{建議書} 的 影本 給 國際 原子能 總署,1,,,,,
安南 的 這 [1]{份} 長達 六十三 頁 的 [2]{建議書} 是 根據 他 所 委任 的 十六 人 工作 小組 的 研究 報告 擬定 的,1,,,,,
對 社會 大眾 公布 一 [1]{份} 他 收到 有關 伊拉克 戰爭 合法性 的 [2]{建議書} 全文,1,,,,,
縣長 蘇煥智 與 副 縣長 顏純 左 則 各 交給 總統 一 [1]{份} [2]{建議書},1,,,,,
"1248,49,份,信函,0.012549161911010742,0.010523797944188118,Nf,Na",1,,,,,
金氏 世界 紀錄 的 惠婷 女士 在 一 [1]{份} 署期 十一月 三十日 的 [2]{信函} 中,1,,,,,
布萊爾 上 週 被迫 公佈 檢察 總長 高史密斯 一 [1]{份} 質疑 英國 加入 美國 對 伊 戰爭 正當性 的 機密 [2]{信函},1,,,,,
今天 在 一 [1]{份} [2]{信函} 中 自稱 於 一月 十八日 從 三軍 總部 的 拘留所 脫逃,1,,,,,
陸軍 巴爾 多那多 少尉 今天 在 一 [1]{份} 致 其 律師 的 [2]{信函} 中 指出,1,,,,,
他們 將 攜帶 一 [1]{份} 二十五 名 泛 民主 派 議員 對 香港 人權 看法 的 [2]{信函},1,,,,,
"1249,49,種,動物,0.008119774982333183,0.003316520946100354,Nf,Na",1,,,,,
將 每 [1]{種} [2]{動物} 一公一母 帶到 方舟 內,1,,,,,
台灣 蘊含 兩百四十餘 [1]{種} 陸生 軟體 [2]{動物},1,,,,,
在 過去 從未 在 別 [1]{種} [2]{動物} 上 發生 過,1,,,,,
以及 十多 [1]{種} [2]{動物} 的 介紹 標示 說明,1,,,,,
中國 大陸 一 家 入口 網站 最近 針對 十二 生肖 中 的 四 [1]{種} [2]{動物} 去留 問題 展開 討論,1,,,,,
"1250,49,輛,座車,0.013563700951635838,0.009544228203594685,Nf,Na",1,,,,,
在 被 開具 罰單 的 約 兩千七百 [1]{輛} 外國 外交官 [2]{座車} 中,1,,,,,
蕭萬長 的 這 [1]{輛} [2]{座車} 雖 屬 高級 車款,1,,,,,
赫然 發現 其中 一 [1]{輛} 三 排 停車 的 黑色 [2]{座車},1,,,,,
另 一 名 反對派 眾議員 奧坎波 因 換乘 另 一 [1]{輛} [2]{座車} 而 逃過 警方 拘捕,1,,,,,
中國 國民黨 高雄 市長 初選 參選人 李全教 輔選 幹部 的 一 [1]{輛} [2]{座車},1,,,,,
"1251,48,週,前因,0.013956693932414055,0.00994523148983717,Nf,Na",5,,,,,
僅 缺少 了 兩 [1]{週} [2]{前因} 腦血管 破裂 住院 治療 的 大 女婿 馬利 恰拉,5,,,,,
三 [1]{週} [2]{前因} 打 排球 扭傷 腳踝 未 癒,5,,,,,
三 [1]{週} [2]{前因} 健康 狀況 急遽 惡化 住進 這 間 醫院,5,,,,,
兩 [1]{週} [2]{前因} 涉及 七七 倫敦 爆炸案 在 尚比亞 被捕 的 嫌犯 艾斯 瓦,5,,,,,
但 十二 [1]{週} [2]{前因} 中風 昏迷,5,,,,,
"1252,48,口,深井,0.012101358734071255,0.011357812210917473,Nf,Na",1,,,,,
這 [1]{口} 五千 公尺 [2]{深井} 實際 上 打穿 了 兩億 年 前 地心 深處 一萬 公尺 以下 的 岩層,1,,,,,
中央 地質 調查 所 近年 來 在 台北 盆地 週遭 打下 多 [1]{口} [2]{深井} 進行 斷層 觀察 及 研究,1,,,,,
平均 每 [1]{口} [2]{深井} 每 日 供水量 約 一千 至 二千 噸,1,,,,,
加上 當地 兩 [1]{口} [2]{深井} 每 天 供應 三百 噸 水源,1,,,,,
全年 將 再 關閉 五十 [1]{口} [2]{深井},1,,,,,
"1253,48,幅,圖畫,0.017763832584023476,0.011472373269498348,Nf,Na",1,,,,,
今年 英文 作文 考 以 三 [1]{幅} [2]{圖畫},1,,,,,
三 [1]{幅} 連環 [2]{圖畫} 描述 一 名 學生 在 上 英文 課 時 打瞌睡,1,,,,,
陳 剛毅 並 拿出 三 [1]{幅} [2]{圖畫},1,,,,,
自行 拼湊 成 一 [1]{幅} 帶 中國風 的 [2]{圖畫},1,,,,,
標題 下方 兩 [1]{幅} [2]{圖畫} 顯示,1,,,,,
"1254,48,公斤,古柯鹼,0.008585418574512005,0.0082712946459651,Nf,Na",1,,,,,
沒收 三十點七 [1]{公斤} 的 [2]{古柯鹼},1,,,,,
警方 當場 並 起出 三 [1]{公斤} [2]{古柯鹼},1,,,,,
因 嘗試 帶 十三點四 [1]{公斤} 的 [2]{古柯鹼} 入境 印尼 雅加達 被捕,1,,,,,
發現 其中 一 個 貨櫃 裝 了 將近 兩千七百 [1]{公斤} 的 [2]{古柯鹼},1,,,,,
事實 上 在 玻利維亞 一 [1]{公斤} 的 [2]{古柯鹼} 可 賣 三千 美元,1,,,,,
"1255,48,位,演員,0.010167490690946579,0.004502893891185522,Nf,Na",1,,,,,
也 吸引 了 許多 韓國 媒體 與 兩 [1]{位} [2]{演員} 的 影迷 到場,1,,,,,
大部分 來自於 這 [1]{位} 隱居 洛杉磯 的 [2]{演員} 的 家 中,1,,,,,
三 [1]{位} [2]{演員} 接著 質疑 朱立倫 會不會 為了 爭取 大 位,1,,,,,
陳 正道 對 兩 [1]{位} [2]{演員} 的 表現 非常 滿意,1,,,,,
過去 一直 有 傳言 指出 幾 [1]{位} [2]{演員} 將 重新 聚首,1,,,,,
"1256,48,間,民房,0.01507377065718174,0.0067268069833517075,Nf,Na",1,,,,,
警方 在 西南 城市 卡 利 的 一 [1]{間} [2]{民房} 逮捕到 這 名 毒梟,1,,,,,
執法 人員 搜尋 底特律 一 [1]{間} [2]{民房},1,,,,,
相鄰 的 數 [1]{間} [2]{民房} 也 變成 一 片 廢墟,1,,,,,
武裝 直昇機 對 村落 中 的 八 [1]{間} [2]{民房} 進行 掃射 後,1,,,,,
多 [1]{間} [2]{民房} 起火 燃燒,1,,,,,
"1257,48,袋,血,0.0076580471359193325,0.007715792395174503,Nf,Na",1,,,,,
也 低於 前年 的 五十九 [1]{袋} [2]{血},1,,,,,
輸 一 [1]{袋} [2]{血} 就 要 花 人民幣 一千多 元,1,,,,,
前後 用掉 一百二十 [1]{袋} [2]{血},1,,,,,
每 [1]{袋} [2]{血} 的 處理 成本 三百 到 四百 元,1,,,,,
九十二年 募集 了 一千兩百一十四 [1]{袋} 的 [2]{血},1,,,,,
"1258,48,把,刀,0.009535557590425014,0.005642500706017017,Nf,Na",1,,,,,
並 從 鞋 底 拿出 一 [1]{把} [2]{刀} 要脅 女 空服員,1,,,,,
並 有 一 [1]{把} [2]{刀},1,,,,,
例如 一 [1]{把} [2]{刀},1,,,,,
蔡 建成 拿出 一 [1]{把} [2]{刀},1,,,,,
因為 全球性 經常 賬 失衡 仍 像 頂 在 外匯 及 資本 市場 頭 上 的 一 [1]{把} [2]{刀},1,,,,,
